Hero,Name,Gender
"PETRIE, JUDGE RICHAR","('Derek Petrie (Earth-616)', 56)",Male
DELPHOS,"('Delphos (Earth-616)', 90)",Female
TUC,"('Marcus Tucker (Earth-616)', 90)",Male
"PARSONS, DR. DEREK","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
"OLSEN, JIMMY","('Brainstorm (Jimmy) (Earth-616)', 86)",Male
"SHAUNEGHANN, MICHAEL","('Michael Twoyoungmen (Earth-616)', 86)",Male
"MCCULLOUGH, DR. ANDR","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
MONMOUTH,"('Monmouth (Inner Guard) (Earth-616)', 90)",nan
SICKLE II/,"('Shingen Harada II (Earth-616)', 86)",Male
"RALEIGH, RICHARD","('Richard Jones (Earth-616)', 86)",Male
UNION JACK II/BRIAN ,"('Peter Parker (Jack) (Earth-616)', 86)",Male
WOLF,"('Wolfgang von Strucker (Earth-616)', 90)",Male
FAMINE/AUTUMN ROLFSO,"('Famine (11th Century) (Earth-616)', 86)",Female
"OSNICK, OLLIE","('Oliver Osnick (Earth-616)', 86)",Male
DIAMONDBACK,"('Robert Diamond (Earth-616)', 66)",Male
"WILSON, JIM","('Samuel Wilson (Earth-616)', 86)",Male
BELASCO,"('Belasco (Earth-616)', 90)",Male
BLACK WIDOW II/YELEN,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
BLACK TOM CASSIDY,"('Theresa Cassidy (Earth-616)', 86)",Female
HEDRON,"('Hedron theFaceted (Earth-616)', 90)",Male
"HANSEN, BILLY","('Billy Russo (Earth-616)', 86)",Male
"CABE, BETHANY","('Bethany Cabe (Earth-616)', 86)",Female
"BUKOWSKI, BUCK","('Buck Cowan (Earth-616)', 86)",Male
"SUMMERS, DEBORAH","('Scott Summers (Earth-616)', 86)",Male
"TOLLIVER, REV. JACKS","('Jackson Tolliver (Earth-616)', 61)",Male
KAMINARI,"('Kaminari (goddess) (Earth-616)', 90)",Female
"SAWYER, RYAN","('Samuel Sawyer (Earth-616)', 86)",Male
KILLER CLOWN,"('Eliot Franklin (Clown) (Earth-616)', 86)",Male
HATCHET MAN/HACHIMAN,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
"REISS, JACOB","('Jacob Conover (Earth-616)', 86)",Male
BRONA,"('Brona (Earth-616)', 90)",Male
MOONSTOMP/,"('Moonstomp (Earth-616)', 90)",Male
COPPERHEAD III/DAVIS,"('Warren Worthington III (Earth-616)', 86)",Male
DAI-KUMO,"('Dai Kumo (Earth-616)', 90)",Male
"SAROYAN, NEAL","('Neal Shaara (Earth-616)', 86)",Male
BLISS,"('Bliss (Morlock) (Earth-616)', 90)",Female
OVERMIND/GROM,"('Mastermind (Computer) (Earth-616)', 62)",Male
SCYLLA,"('Scylla (Earth-616)', 90)",Female
"YUAN, ANNIE","('Annie (LMD) (Earth-616)', 86)",Female
"CIR, DYLON","('Dylon-Cir (Earth-616)', 86)",Male
CROWLEY,"('Wyatt Crowley (Earth-616)', 90)",Male
SERSI | MUTANT X-VER,"('Headhunter (Mutant) (Earth-616)', 86)",Female
WAR/ABRAHAM LINCOLN ,"('Missing Link (Lincoln) (Earth-616)', 86)",Male
"THORPE, GAVIN","('Jacob Gavin, Jr. (Earth-616)', 86)",Female
MR. JIP,"('Mister Jip (Earth-616)', 86)",Male
ENCHANTRESS/AMORA/HE,"('Amora (Heroes Reborn) (Earth-616)', 86)",Female
"MILLER, TRACE","('Layla Miller (Earth-616)', 86)",Female
DELILAH,"('Delilah (Earth-616)', 90)",Female
PUCK | MUTANT X-VERS,"('Headhunter (Mutant) (Earth-616)', 86)",Female
DORREK II,"('Dorrek VIII (Earth-616)', 86)",Male
ENCHANTER,"('Executioner (Enchantress Pawn) (Earth-616)', 80)",Male
"LANIEGE, BIANCA","('Bianca LaNeige (Earth-616)', 86)",Female
"SUVOROV, ADMIRAL GRI","('Griefsavor', 60)",nan
"CARBONE, SALVATORE","('Salvatore Carbone (Earth-616)', 86)",Male
"SEWARD, JANE","('Mary Jane Watson (Earth-616)', 86)",Female
DRAX | MUTANT X-VERS,"('Headhunter (Mutant) (Earth-616)', 86)",Female
CUDGEL/,"('Cudgel (Earth-616)', 90)",Male
"HITCHUCK, KELLY","('Robert Kelly (Earth-616)', 86)",Male
ARYAN,"('Aryan (Earth-616)', 90)",Male
"HUDSON, HEATHER","('Heather Douglas (Earth-616)', 86)",Female
GOG II,"('Shingen Harada II (Earth-616)', 86)",Male
"WEISENTHAL, DR. JACO","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
D.K./DAVID KALEN,"('David Lieberman (Earth-616)', 86)",Male
HARQUIS TEY,"('Marquies le Blanc (Earth-616)', 66)",Male
"ROMMEL, EDWIN ROMULU","('Edwin Jarvis (Skrull) (Earth-616)', 86)",Male
"TREVANE, DET. CONNOR","('Connor Trevane (Earth-616)', 84)",Male
"JERICHO, DUNCAN","('Jericho Drumm (Earth-616)', 86)",Male
"FIELSTEIN, FIREWORKS","('Daniel Fielstein (Earth-616)', 61)",Male
HATE-MONGER V,"('Animus (Hate-Monger) (Earth-616)', 86)",Male
"ROM, SPACEKNIGHT","('Rainbow (Spaceknight) (Earth-616)', 86)",Female
HUMAN ROBOT,"('TransHuman ROBot (Earth-616)', 90)",nan
HUMAN TORCH ANDROID/,"('Human Torch (Android) (Earth-616)', 86)",Male
"HALLER, GABRIELLE","('Gabrielle Haller (Earth-616)', 86)",Female
THERMITE/,"('Katherine Pryde (Earth-616)', 68)",Female
MR. LUCK II/PHILIP G,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
OMEGA-20/EUGENE,"('Eugene Thompson (Earth-616)', 86)",Male
"CHANDRA, DR.","('Chandra Ku (Earth-616)', 86)",Female
DEXAM,"('Dexam (Earth-616)', 90)",Male
NORTHSTAR | MUTANT X,"('Headhunter (Mutant) (Earth-616)', 86)",Female
DAKINI,"('Akiniko (Earth-616)', 75)",Male
DAREDEVIL/MATT MURDO,"('Condor (Daredevil Foe) (Earth-616)', 86)",Male
ZOMBIE/SIMON GARTH,"('Simon Williams (Skrull) (Earth-616)', 86)",Male
DEVIL-SLAYER/ERIC SI,"('Gabriel (Devil-Hunter) (Earth-616)', 86)",Male
THOR | MUTANT X-VERS,"('Thor Odinson (Ragnarok) (Earth-616)', 86)",Male
FUGUE,"('Fugue (Tektos) (Earth-616)', 90)",Female
SECOND/ALECTO,"('Alecto (Furies) (Earth-616)', 86)",Female
SPARX/AURELLE,"('Sparkles Labelle (Earth-616)', 66)",Female
SMILING TIGER/,"('White Tiger (Evolved Tiger) (Earth-616)', 86)",Female
DR. SUN,"('Lin Sun (Earth-616)', 86)",Male
"MENGOCHAUZERAUS, GRI","('Mime', 64)",Male
TAE,"('Antaeus (Earth-616)', 90)",Male
L'KLEKK'TAK,"('H.E.L.E.N. (Earth-616)', 86)",Agender
WARFARE/,"(""Ewa'fareek (Earth-616)"", 77)",Male
TRAPSTER/PETER PETRU,"('Peter Parker (Ben Reilly) (Earth-616)', 86)",Male
BIRD MAN/HENRY HAWK,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
MALPRACTICE,"('Galactic Destroyer (Earth-616)', 66)",Male
STAR THIEF II,"('Black Fox (Thief) (Earth-616)', 86)",Male
"SMITH, MANDY","('Tabitha Smith (Earth-616)', 86)",Female
HRILL,"('Shrill (Earth-616)', 90)",Female
XELOCKS [TRIONIAN],"('Kronak (Terragonia) (Earth-616)', 53)",Male
"DRAKE, MADELINE BEAT","(""Cappy (Marla Drake's Doorman) (Earth-616)"", 86)",Male
"GNUCCI, MA","('Isabella Carmela Magdalena Gnucci (Earth-616)', 86)",Female
NOVA III/FRANKIE RAY,"('Warren Worthington III (Earth-616)', 86)",Male
KNIGHT ERRANT/MATSON,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
"ATOR, GENERAL","('Lieutenant General Fredricks (Earth-616)', 86)",Male
"JEROME, JASON","('Jason Wyngarde (Earth-616)', 86)",Male
CRITICAL MASS,"('Mass (Freedom Force) (Earth-616)', 86)",Male
"TOWER, BLAKE","('Donald Blake (Earth-616)', 86)",Male
"TAKAHAMA, ROBERT","('Hulk (Robert Bruce Banner)', 86)",Male
CALYPSO,"('Calypso Ezili (Earth-616)', 90)",Female
"MARTINEZ, MR.","('Mr. Raven (Earth-616)', 86)",Male
CHAUFFARD,"('Richard Jones (Earth-616)', 61)",Male
"CARMODY, MARY","('Mary Jane Watson (Earth-616)', 86)",Female
GHOST GIRL II/LILLI,"('Dead Girl (Moonbeam) (Earth-616)', 86)",Female
"ARMBRUSTER, COLONEL ","('John D. Armbruster (Earth-616)', 86)",Male
"TENNYSON, JACOB","('Jacob Conover (Earth-616)', 86)",Male
"RIESER, ROB","('Rob Fortune (Earth-616)', 86)",Male
"CARPENTER, LARRY","('Julia Carpenter (Earth-616)', 86)",Female
GROWING MAN,"('Spider-Man (Peter Parker)', 86)",Male
"MOY, ALYSSA","('Alyssa Moy (Earth-616)', 86)",Female
"AYALA, FILIPPO","('Hector Ayala (Earth-616)', 86)",Male
"RASPUTIN, MIKHAIL","('Mikhail Rasputin (Earth-616)', 86)",Male
HAMMER/LEROY JACKSON,"('Andrew Jackson Hawk (Earth-616)', 86)",Male
RED WOLF/WILDRUN,"('Red Raven (Liberty Legion) (Earth-616)', 86)",Male
"SUKHAROV, VIKTORIA","('Viktor Uvarov (Earth-616)', 57)",Male
INVISIBLE WOMAN/SUE ,"('Old Woman (Red Right Hand) (Earth-616)', 86)",Female
"CONTRARES, ANASTASIA","('Anastasia Kravinoff (Earth-616)', 86)",Female
BEAR/,"('Jay Little Bear (Earth-616)', 90)",Male
LEVIATHAN II/EDWARD ,"('Leviathan (smuggler) (Earth-616)', 86)",Male
"REESE, MURRAY","('Murray Reese (Earth-616)', 86)",Male
"DRAGONBLOOD, ULYSSES","('Ulysses Dragonblood (Earth-616)', 86)",Male
TRITON | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)",Female
WOLFSBANE DOPPELGANG,"('James Howlett (Doppelganger) (Earth-616)', 63)",Male
"STARK, ISAAC","('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
PRIME MOVER,"('Prime Mover (Earth-616)', 90)",nan
"VON RICHTOFEN, LT. M","('Wolfgang von Strucker (Earth-616)', 86)",Male
"BAILEY, JOEY","('Joey Eliot (Earth-616)', 86)",Male
MANSLAUGHTER,"('Manslaughter (Earth-616)', 90)",Male
MARRINA/MARRINA SMAL,"('Marrina Smallwood (Earth-616)', 70)",Female
"RASPUTIN, NIKOLAI","('Nikolai Krylenko (Earth-616)', 86)",Male
QUEEN DIVINE JUSTICE,"('Hydra Queen (Grace) (Earth-616)', 86)",Female
"BANKS, SHARON","('Sharon Carter (Earth-616)', 86)",Female
CRUSHER II/JUAN APON,"('Juan-Carlos Sanchez (Earth-616)', 86)",Male
"ROSETTI, GABRIEL","('Gabriel Cohuelo (Earth-616)', 86)",Male
ARTEMIS,"('Artemis (Olympian) (Earth-616)', 90)",Female
"CLAREMONT, CHRIS","('Chris Claremont (Earth-616)', 86)",Male
SKIN/ANGELO ESPINOSA,"('Lobo Blanco (Angelo) (Earth-616)', 86)",Male
MAGNESIUM,"('Magnesium (Element) (Earth-616)', 90)",nan
"CLARK, SARAH","('Marrow (Sarah) (Earth-616)', 86)",Female
"MCHELE, JEREMY","('Jeremy Clarke (Earth-616)', 86)",Male
AZAZEL II,"('Shingen Harada II (Earth-616)', 86)",Male
HULK IV,"('Hulk (Robert Bruce Banner)', 86)",Male
"DE LA FONTAINE, CONT","('Valentina Allegra de Fontaine (Earth-616)', 86)",Female
STILETTO II/,"('Shingen Harada II (Earth-616)', 86)",Male
"VAN NUYS, PROF. RODE","('Michael van Patrick (Patrick) (Earth-616)', 86)",Male
"CIRE, MANUEL","('Manuel de la Rocha (Earth-616)', 86)",Male
THENA,"('Athena Parthenos (Earth-616)', 90)",Female
"BENNING, VERONICA","('Veronica Dultry (Earth-616)', 86)",Female
STORMER,"('Baal (Sandstormers) (Earth-616)', 90)",Male
HELLSCOUT/KENNETH TE,"('Hellhounds (Earth-616)', 54)",nan
ANALYZER,"('Valeria (Latverian) (Earth-616)', 64)",Female
ZINGH,"('Jakuna Singh (Earth-616)', 72)",Male
ZEY-ROGG,"('Zey-Rogg (Earth-616)', 90)",Male
RED GUARDIAN IV,"('Red Hulk (Thaddeus Ross)', 86)",Male
TWIT,"('Twitchy (Earth-616)', 90)",Male
RATTLER,"('Ratter (Nazi) (Earth-616)', 79)",Male
CAT MAN III/,"('Spider-Man (Peter Parker)', 86)",Male
MEPHISITOID,"('Mephitisoid (Earth-616)', 74)",Male
"CHURCHILL, SIR WINST","('Sir Percy of Scandia (Earth-616)', 86)",Male
N'GASSI,"(""N'Gassi (Earth-616)"", 90)",Male
"DIBBS, LIONEL","('Lionel Jeffries (Earth-616)', 86)",Male
SHADOWKNIGHT/RANDALL,"('Hammerhand (Spaceknights) (Earth-616)', 56)",Male
MARVEL BOY VIII/NOH-,"('Thelius (Blue Marvel) (Earth-616)', 86)",Male
HOTSHOT/LOUIS,"('Louis Sadler, Jr. (Earth-616)', 86)",Male
MEGGAN 2013,"('Meggan Puceanu (Earth-616)', 86)",Female
KID COLT,"('Blaine Colt (Earth-616)', 86)",Male
KRAVEN THE HUNTER II,"('Gabriel (Devil-Hunter) (Earth-616)', 86)",Male
MAVERICK/CHRISTOPHER,"('Christopher Summers (Earth-616)', 86)",Male
DEADLY DORIS,"('Doris Evans (Earth-616)', 86)",Female
RED RONIN,"('Red Ronin (UJ1-DX) (Earth-616)', 90)",Female
"RAM, SIR","('Sir Percy of Scandia (Earth-616)', 86)",Male
"DELPHIS, SIR","('Sir Percy of Scandia (Earth-616)', 86)",Male
MIDNIGHT/M'NAI,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
LOOTER/NORTON G. FES,"('Ghost Rider (Undead G-Man) (Earth-616)', 86)",Male
"JARZINHO, COL. EDSON","('Thor (Thor Odinson)', 50)",Male
"STUART, DR.","('Alistaire Stuart (Earth-616)', 86)",Male
"CASSADA, ROSA","('Carlos Cassada (Earth-616)', 86)",Male
"SPAR, DR. KATHERINE ","('Katherine Waynesboro (Earth-616)', 86)",Female
MECHADOOM,"('Mechadoom (Earth-616)', 90)",nan
HEATER DELIGHT,"('Heater Delight (Earth-616)', 90)",Female
EMPATH/MANUEL ALFONS,"('Manuel Arguelles (Earth-616)', 62)",Male
WIDOW-MAKER,"('Orphan-Maker (Peter) (Earth-616)', 86)",Male
"SHAARA, MRS.","('Neal Shaara (Earth-616)', 86)",Male
"JEFFRIES, MAGGIE ","('Madison Jeffries (Earth-616)', 86)",Male
"WILLIAMS, MRS.","('Simon Williams (Earth-616)', 86)",Male
"STEELE, MARCY MASTER","('John Steele (American Soldier) (Earth-616)', 86)",Male
MENTOR II,"('Mentor (Imperial Guard) (Earth-616)', 86)",Male
"HESSLER, WOLFGANG","('Wolfgang von Strucker (Earth-616)', 86)",Male
GUINNESS,"('Butch McGuinness', 90)",Male
CORRUPTOR/JACKSON DA,"('Roberto da Costa (Reignfire) (Earth-616)', 86)",Male
SKADI,"('Skadi (Earth-616)', 90)",Female
"QUAYLE, DAN","('Dan Kane (Earth-616)', 86)",Male
ARCADE/,"('Arcade (Earth-616)', 90)",Male
CHIEF EXAMINER,"('Chief Examiner (Earth-616)', 90)",Male
BEETLE II/LEILA DAVI,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
MIRAGE III/MARGE,"('Warren Worthington III (Earth-616)', 86)",Male
"JONES, BART","('Richard Jones (Earth-616)', 86)",Male
VIBRAXAS/N'KANO,"('Rainbow (I.C.O.N.) (Earth-616)', 86)",Male
BLACK KNIGHT IV DOPP,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
"CHALIZ, HAZRAM","('Hazram Chaliz (Earth-616)', 86)",Male
"CARLISLE, MELISSA BO","('Dan Carlisle (Earth-616)', 60)",Male
CERANDA,"('Ceranda (Earth-616)', 90)",Female
"CHANG, DR. PHILLIP","('Phillip Sterling (Earth-616)', 86)",Male
"JONES, AUGUSTINE","('Richard Jones (Earth-616)', 86)",Male
LIBERTY GIRL/BEV,"('Red Raven (Liberty Legion) (Earth-616)', 86)",Male
BRANSON,"('Brandon Sharpe (Earth-616)', 77)",Male
MCLEISH,"('Roddy McLeish (Earth-616)', 90)",Male
"FONDOZZI, MICKEY","('Mickey Fondozzi (Earth-616)', 86)",Male
REVELATION II/,"('Shingen Harada II (Earth-616)', 86)",Male
BLACK WIDOW/NATASHA ,"('Black Knight (Young Masters) (Earth-616)', 86)",Female
"ROSSIN, DR.","('Dr. Yao (Earth-616)', 86)",Male
SHADOWCAT/KATHERINE ,"('Katherine Waynesboro (Earth-616)', 86)",Female
SPECTRA/SELENA SLATE,"('Selena Slate (Earth-616)', 71)",Female
"HONDA, DR.","('Dr. Yao (Earth-616)', 86)",Male
SELENE | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)",Female
MINOTAUR II,"('Shingen Harada II (Earth-616)', 86)",Male
"JONES, WILLIAM","('Richard Jones (Earth-616)', 86)",Male
PAI,"('Paige Guthrie (Earth-616)', 90)",Female
"ROSS, EVERETT KENNET","('Elizabeth Ross (Heroes Reborn) (Earth-616)', 86)",Female
STONEWALL/LOUIS HAMI,"('James Louis Prindle (Earth-616)', 86)",Male
CUT,"('Jaine Cutter (Earth-616)', 90)",Female
N'DELE,"('H.E.L.E.N. (Earth-616)', 86)",Agender
"BURR, CLAYTON","('Silas Burr (Earth-616)', 86)",Male
QUISLING,"('Quisling (Inner Guard) (Earth-616)', 90)",nan
"ASTROVIK, NORMA","('Vance Astrovik (Earth-616)', 86)",Male
JUPITER,"('Jupiter (New Warriors) (Earth-616)', 90)",Female
MODOK/GEORGE TARLETO,"('George Washington Bridge (Earth-616)', 86)",Male
HAV-ROGG,"('Hav-Rogg (Earth-616)', 90)",Male
"MURPHY, JOBOA","('Malcolm Murphy (Earth-616)', 86)",Male
DRACULA/VLAD TEPES,"('Vlad Dracula (Bloodstorm One) (Earth-616)', 86)",Male
"ROBERTS, TED","('Spymaster (Ted Calloway) (Earth-616)', 86)",Male
KRANG [ATLANTEAN],"('Giganto (Atlantean beast) (Earth-616)', 86)",Male
CITIZEN V II/HELMUT ,"('Helmut Zemo (Heroes Reborn) (Earth-616)', 86)",Male
WORD,"('Rita Wayword (Earth-616)', 90)",Female
"NOCENTI, ANN","('Ann Darnell (Earth-616)', 86)",Female
"BOSCO, ELAINE","('Elaine Grey (Earth-616)', 86)",Female
TANGERINE 2013,"('Tangerine (Earth-616)', 74)",Female
"CHIANG, PROF.","('Nathan Patrofsky (Earth-616)', 62)",Male
PARIS,"('Bennet du Paris (Earth-616)', 90)",Male
DAY,"('Elvin Haliday (Earth-616)', 90)",Male
"LEEDS, BETTY BRANT","('Red Raven (Liberty Legion) (Earth-616)', 59)",Male
WHISPER/,"('Whisperer (Demon) (Earth-616)', 90)",nan
"SMITHSON, T.B.","('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)",Male
SLEEK,"('Slee (Earth-616)', 76)",Male
CETHLANN,"('Cethlann (Earth-616)', 90)",Female
DROMEDAN,"('Dromedan (Earth-616)', 90)",Male
"WILSON, LOUIS","('Samuel Wilson (Earth-616)', 86)",Male
GOLEM III,"('Warren Worthington III (Earth-616)', 86)",Male
"GRAY, SGT.","('Gray Dolman (Earth-616)', 86)",Male
BROTHER CAESAR,"('Caesar Cicero (Earth-616)', 86)",Male
HUNCH,"('Bruno (Hunchback) (Earth-616)', 90)",Male
LEADER/SAM STERNS,"('Humanoids (Leader) (Earth-616)', 86)",nan
"ROBERTSON, RANDY","('Joseph Robertson (Earth-616)', 86)",Male
"COLLINS, BRADBURY","('Millicent Collins (Earth-616)', 86)",Female
GAARK,"('Gaark (Earth-616)', 90)",Male
SALVO,"('Salvo (Neo) (Earth-616)', 90)",Male
"KITAGOWA, DR. KITTY","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
DESTRAK,"('Bluestreak (Telepath) (Earth-616)', 77)",Male
"DEWITT, KEARSON","('Kearson DeWitt (Earth-616)', 86)",Male
"FILLMORE, SHERIFF DO","('Prairie City Sheriff (Masked Raider) (Earth-616)', 86)",Male
AZOPARDI,"('Peter (Leopard Girl Ally) (Earth-616)', 68)",Male
ASTRONOMER,"('Astrologer (Earth-616)', 72)",Male
SHADOW KING | MUTANT,"('Headhunter (Mutant) (Earth-616)', 86)",Female
INFECTIA/JOSEPHINE,"('Infectia (Josephine) (Earth-616)', 86)",Female
"DELAZNY, CHARLES L.","('Charles Burlingame (Earth-616)', 86)",Male
"MCKENZIE, LEONARD","('Leonard McKenzie (Earth-616)', 86)",Male
SMASHER,"('Smasher VI (Earth-616)', 90)",Male
POPEYE,"('Phoebe Cuckoo (Earth-616)', 60)",Female
BIZEN,"('William Bitzer (Earth-616)', 72)",Male
RATTACK,"('Bert Tacker (Earth-616)', 77)",Male
RIOT II/,"('Shingen Harada II (Earth-616)', 86)",Male
"BRUKNER, ILANEY","('Ilaney Brukner (Earth-616)', 86)",Female
"GYRICH, HENRY PETER ","('Peter Parker (Ben Reilly) (Earth-616)', 86)",Male
MOTHER SUPERIOR,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
"QUINN, MIRANDA/M'RYN","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
MULTIPLE MAN DOPPELG,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
BLITZKRIEG/,"('Blitzkrieg (Nazi) (Earth-616)', 90)",Male
"LATHAM, JORGE","('Jorge Latham (Earth-616)', 86)",Male
"FEIFFER, DEPUTY BEAU","('Jennifer Hardesty (Earth-616)', 54)",Female
SILVER DAGGER/ISAIAH,"('Mary Brown (Silver Age) (Earth-616)', 86)",Female
SPIDER-MAN/PETER PAR,"('Spider-Man (Peter Parker)', 91)",Male
THINKER,"('Mad Thinker (Earth-616)', 90)",Male
AGED GENGHIS,"('Aged Genghis (Earth-616)', 90)",Male
HUNGER,"('Hunger (Crown) (Earth-616)', 90)",Male
DR. VOLKH/VLADIMIR O,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
TELLIS,"('Angela Tortelli (Earth-616)', 78)",Female
DARLA,"('Darla Deering (Earth-616)', 90)",Female
"THOMAS, BECKY","('Thomas Raymond (Earth-616)', 86)",Male
LORELEI,"('Lorelei (Asgardian) (Earth-616)', 90)",Female
MAINFRAME II,"('Shingen Harada II (Earth-616)', 86)",Male
RINTRAH DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
HOGUN [ASGARDIAN],"('Lorelei (Asgardian) (Earth-616)', 86)",Female
KINGPIN/WILSON FISK,"('Wade Wilson (Evil Deadpool) (Earth-616)', 86)",Male
WILD TIGER/DENG LING,"('White Tiger (Evolved Tiger) (Earth-616)', 86)",Female
HERCULES DOPPELGANGE,"('Hercules (Empowered Marvel Boy) (Earth-616)', 86)",Male
CEREBRITE ALPHA,"('Alpha (Mutant) (Earth-616)', 86)",Male
"GRANT, SILAS","('Greer Grant (Earth-616)', 86)",Female
GORGON | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)",Female
"CORSI, TOM","('Thomas Corsi (Earth-616)', 86)",Male
MALICE IV,"('Malice (Marauders) (Earth-616)', 86)",Female
WALLOP/WALTER DESTIN,"('Walter (X-Men Students) (Earth-616)', 86)",Male
"BROWN, ABE","('Hobie Brown (Earth-616)', 86)",Male
CRIME-BUSTER/,"('Eric Slaughter (Crime Boss) (Earth-616)', 86)",Male
"CAULDER, SAFRON","('Safron Caulder (Earth-616)', 86)",Female
CYCLOPS DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
SHE-WOLF/PAULETTE BR,"('Wolf (Thunderiders) (Earth-616)', 86)",Male
SASQUATCH DOPPELGANG,"('Piotr Rasputin (Doppelganger) (Earth-616)', 68)",Male
WEAPON X II/GARRISON,"('Charlie Cluster-7 (Weapon XIII) (Earth-616)', 86)",Male
FIREFIST II/,"('Shingen Harada II (Earth-616)', 86)",Male
"RACAL, CONSTANTIN","('Niko Constantin (Earth-616)', 86)",Male
MANACLE/,"('Manacle (Earth-616)', 90)",Male
ASHUR,"('Garabed Bashur (Earth-616)', 90)",Male
BLACK RACER/,"('Noah Black (Earth-616)', 86)",Male
"JAKES, JUDSON","('Judson Jakes (Earth-616)', 86)",Male
STRANGLER,"('Soul-Strangler (Earth-616)', 90)",Male
"RAKIM, SEN. KAMAL","('Kamal el Alaoui (Earth-616)', 86)",Male
"RAMIREZ, MARTA","('Marta DuBois (Earth-616)', 86)",Female
COUNTERWEIGHT II/KAT,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
GYRE,"('Gyre (Raptor) (Earth-616)', 90)",nan
"CHALMERS, CYNTHIA","('Cynthia von Doom (Earth-616)', 86)",Female
AUNTIE FREEZE/,"('Frankie Raye (Earth-616)', 56)",Female
ETUBAN,"('Ethan Edwards (Earth-616)', 62)",Male
BLACK BRIGADE,"('Black Brigade (Earth-616)', 90)",Male
STRONGHOLD/,"('Stronghold (Heavy Mettle) (Earth-616)', 90)",Male
STRIDER,"('Strider (Earth-616)', 90)",Male
GOG III,"('Warren Worthington III (Earth-616)', 86)",Male
"STAPHOS, DR. MONICA","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)",Male
NUADA,"('Lorna Dane (Earth-616)', 72)",Female
"BRADDOCK, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
"FORTUNE, DOMINIC","('Dominic Destine (Earth-616)', 86)",Male
ULTIMO,"('Ultimo (Earth-616)', 90)",Male
FRANKENSTEIN MONSTER,"('Victor Frankenstein (Earth-616)', 86)",Male
ELAMRON,"('Ghilaron (Earth-616)', 66)",Male
SPYNE,"('Spyne (Earth-616)', 90)",Male
"STACY, PAUL","('Gwendolyne Stacy (Earth-616)', 86)",Female
DOMINO II,"('Shingen Harada II (Earth-616)', 86)",Male
UNCEGILA,"('Uncegila (Earth-616)', 90)",nan
NZAGA,"('Naga (Earth-616)', 76)",Male
OXBOW/,"('Esmeralda Lobo (Earth-616)', 64)",Female
KATOS,"('Katos (Earth-616)', 90)",Male
X'HOSS,"(""X'Hoss (Earth-616)"", 90)",Male
HYPERION,"('Hyperion (Squadron Sinister) (Earth-616)', 90)",Male
ASP II/CLEO,"('Cleo Nefertiti (Earth-616)', 86)",Female
BLIND AL/ALTHEA,"('Blind Al (Althea) (Earth-616)', 86)",Female
CLOUD,"('Cloud (Earth-616)', 90)",Female
ICE-MAN | MUTANT X-V,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
HELLSPAWN,"('Matthew Murdock (Hellspawn) (Earth-616)', 90)",Male
MOSES,"('Moses Magnum (Earth-616)', 90)",Male
ULTIMATOR/,"('Ultimator (Earth-616)', 90)",nan
"NAGAN, DR. ARTHUR","('Arthur Maddicks (Earth-616)', 86)",Male
NOVA DOPPELGANGER II,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
"CUSHING, KATE","('Kathryn Cushing (Earth-616)', 86)",Female
THING DOPPELGANGER I,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
"LELAND, HARRY","('Leland Owlsley (Earth-616)', 86)",Male
"SHOOTER, JIM","('Jim Lathrop (Earth-616)', 86)",Male
JOCASTA,"('Jocasta (Earth-616)', 90)",Female
"STYGE, REV.","('Nils Styger (Earth-616)', 72)",Male
SHANNA/SHANNA O'HARA,"(""Shanna O'Hara (Earth-616)"", 95)",Female
